codigo,codCliente,descricao,alerta
2545,101522,eGestor 4 - Plano Ultra,URL Contrato Ausente
2547,101520,NFeMais - Plano Ilimitado,URL Contrato Ausente
2549,101702,Revenda NFeMais - Plano Básico,Diferença Valor (66.7%)
2550,101702,Revenda NFeMais - Plano Básico,Diferença Valor (66.7%)
2551,101702,Revenda NFeMais - Plano Básico,Diferença Valor (66.7%)
2553,101704,NFeMais - Plano Básico,URL Contrato Ausente
2559,101709,eGestor 4 - Plano Prata,URL Contrato Ausente
2560,101709,eGestor 4 - Módulo NFe,URL Contrato Ausente
2563,101712,NFeMais - Plano Básico,URL Contrato Ausente
2564,101713,eGestor 4 - Plano Prata,URL Contrato Ausente
2565,100291,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2566,100291,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2567,100291,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2568,100291,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2569,100291,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2570,100291,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2587,101298,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2588,101298,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2589,101298,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2591,101717,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2592,101717,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2593,101717,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2594,101717,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2595,101717,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2596,101725,eGestor 4 - Plano Ultra,URL Contrato Ausente
2600,101728,eGestor 4 - Plano Ultra,Diferença Valor (30.0%)
2603,101729,eGestor 4 - Plano Padrão,Diferença Valor (53.9%)
2609,100279,NFeMais - Plano Iniciante,URL Contrato Ausente
2610,101734,NFeMais - Plano Básico,URL Contrato Ausente
2611,101735,eGestor 4 - Plano Ouro,Diferença Valor (40.0%)
2615,101740,NFeMais - Plano Básico,URL Contrato Ausente
2622,101744,NFeMais - Plano Básico,URL Contrato Ausente
2623,101743,NFeMais - Plano Ilimitado,Gap Cobrança (365 dias)
2625,101746,eGestor 4 - Plano Ultra,URL Contrato Ausente
2626,101747,NFeMais - Plano Ilimitado,URL Contrato Ausente
2627,101748,NFeMais - Plano Básico,URL Contrato Ausente
2628,101749,NFeMais - Plano Básico,URL Contrato Ausente
2630,100715,eGestor 4 - Plano Ouro,URL Contrato Ausente
2633,101750,Site Institucional,URL Contrato Ausente
2637,101754,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2638,101754,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2639,101754,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2640,101754,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2641,101753,eGestor 4 - Plano Básico,URL Contrato Ausente
2642,101755,Revenda eGestor 4 - Plano Avançado,Diferença Valor (50.0%)
2643,101755,Revenda eGestor 4 - Plano Avançado,Diferença Valor (50.0%)
2644,101756,NFeMais - Plano Básico,URL Contrato Ausente
2646,101758,NFeMais - Plano Básico,URL Contrato Ausente
2648,101759,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2649,101759,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2650,101759,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2651,101759,Revenda NFeMais - Plano Básico,Diferença Valor (33.0%)
2656,101490,eGestor 4 - Plano Avançado,URL Contrato Ausente | Diferença Valor (60.0%)
2666,101768,NFeMais - Plano Básico,URL Contrato Ausente
2667,101769,eGestor 4 - Plano Avançado,URL Contrato Ausente
2668,101770,eGestor 4 - Plano Ultra,Diferença Valor (30.0%)
2669,101772,NFeMais - Plano Básico,URL Contrato Ausente
2671,101773,eGestor 4 - Plano Avançado,URL Contrato Ausente
2673,101776,NFeMais - Plano Básico,URL Contrato Ausente | Gap Cobrança (365 dias)
2677,101766,NFeMais - Plano Ilimitado,Gap Cobrança (365 dias)
2682,101782,NFeMais - Plano Básico,URL Contrato Ausente
2683,101783,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2684,101783,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2685,101783,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2686,101783,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2687,101784,NFeMais - Plano Ilimitado,URL Contrato Ausente
2688,101785,NFeMais - Plano Básico,URL Contrato Ausente
2690,101787,eGestor 4 - Micro,URL Contrato Ausente
2691,101404,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%) | Gap Cobrança (62 dias)
2692,101404,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%) | Gap Cobrança (62 dias)
2693,100846,NFeMais - Plano Básico,URL Contrato Ausente
2700,101791,eGestor 4 - Módulo Produção,Diferença Valor (100.0%)
2701,101792,NFeMais - Plano Básico,URL Contrato Ausente
2703,101794,NFeMais - Plano Básico,URL Contrato Ausente
2705,101618,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2706,101618,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2707,101618,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2708,101795,NFeMais - Plano Básico,URL Contrato Ausente
2718,101171,eGestor 4 - Plano Avançado,URL Contrato Ausente
2723,101803,Revenda NFeMais - Plano Básico,Diferença Valor (66.7%)
2724,101803,Revenda NFeMais - Plano Básico,URL Contrato Ausente | Diferença Valor (66.7%)
2725,101803,Revenda NFeMais - Plano Básico,URL Contrato Ausente | Diferença Valor (66.7%)
2728,101806,eGestor 4 - Plano Avançado,URL Contrato Ausente
2733,101809,Revenda NFeMais - Plano Básico,Diferença Valor (66.7%)
2734,101809,Revenda NFeMais - Plano Básico,Diferença Valor (66.7%)
2735,101809,Revenda NFeMais - Plano Básico,Diferença Valor (66.7%)
2736,101811,NFeMais - Plano Básico,URL Contrato Ausente
2741,101281,eGestor 4 - Módulo NFe,URL Contrato Ausente | Diferença Valor (40.1%)
2742,101814,NFeMais - Plano Básico,URL Contrato Ausente
2746,100049,Site Institucional,URL Contrato Ausente | Diferença Valor (62.5%) | Data Futura (2066-08-10)
2747,101818,NFeMais - Plano Básico,URL Contrato Ausente
2748,100049,eGestor 4 - Plano Prata,URL Contrato Ausente
2749,100049,Vitrine Online,URL Contrato Ausente
2752,101821,eGestor 4 - Plano Ultra,Diferença Valor (30.0%)
2756,101825,NFeMais - Plano Básico,URL Contrato Ausente
2757,101826,NFeMais - Plano Ilimitado,URL Contrato Ausente
2760,101404,Revenda eGestor 4 - Dash conta avulsa ,URL Contrato Ausente | Gap Cobrança (62 dias)
2761,101404,Revenda eGestor 4 - Dash conta avulsa ,URL Contrato Ausente | Gap Cobrança (62 dias)
2762,101836,NFeMais - Plano Básico,URL Contrato Ausente
2763,101837,NFeMais - Plano Básico,URL Contrato Ausente
2765,101839,NFeMais - Plano Básico,Diferença Valor (34.1%)
2766,101840,eGestor 4 - Plano Iniciante,URL Contrato Ausente
2769,101843,NFeMais - Plano Básico,URL Contrato Ausente
2771,101847,eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (31.1%)
2775,101535,Revenda eGestor 4 - Módulo PDV (pacote de 3 pontos),URL Contrato Ausente | Diferença Valor (100.0%)
2778,101848,NFeMais - Plano Básico,URL Contrato Ausente
2779,101849,NFeMais - Plano Básico,URL Contrato Ausente
2780,101850,eGestor 4 - Micro,URL Contrato Ausente
2781,101535,Revenda eGestor 4 - Módulo PDV (pacote de 3 pontos),URL Contrato Ausente | Diferença Valor (100.0%)
2782,101535,Revenda eGestor 4 - Módulo PDV (pacote de 3 pontos),URL Contrato Ausente | Diferença Valor (100.0%)
2783,101535,Revenda eGestor 4 - Módulo PDV (pacote de 3 pontos),URL Contrato Ausente | Diferença Valor (100.0%)
2784,101851,eGestor 4 - Plano Bronze,URL Contrato Ausente
2785,101852,eGestor 4 - Micro,URL Contrato Ausente
2788,101854,eGestor 4 - Módulo NFe,URL Contrato Ausente
2790,101856,eGestor 4 - Micro,URL Contrato Ausente
2792,101858,NFeMais - Plano Básico,URL Contrato Ausente
2794,101859,NFeMais - Plano Básico,URL Contrato Ausente
2795,101861,eGestor 4 - Plano Avançado,Diferença Valor (35.0%)
2796,101862,NFeMais - Plano Básico,URL Contrato Ausente
2800,101865,NFeMais - Plano Básico,URL Contrato Ausente
2802,101867,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2803,101867,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2804,101867,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2805,101867,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2806,101867,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2808,101870,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.4%)
2809,101870,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.4%)
2810,101870,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.4%)
2812,101545,eGestor 4 - Plano Ultra,Diferença Valor (30.0%)
2814,101872,eGestor 4 - Plano Prata,Diferença Valor (45.0%)
2817,101875,NFeMais - Plano Ilimitado,URL Contrato Ausente
2818,101876,NFeMais - Plano Básico,URL Contrato Ausente
2820,101877,eGestor 4 - Plano Ultra,URL Contrato Ausente
2821,101874,eGestor 4 - Plano Ultra,URL Contrato Ausente
2822,101878,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2823,101878,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2824,101878,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2825,101878,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2826,101878,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2830,101882,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2831,101882,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2832,101882,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2833,101883,NFeMais - Plano Básico,URL Contrato Ausente
2834,101429,NFeMais - Plano Básico,URL Contrato Ausente
2835,101884,NFeMais - Plano Básico,URL Contrato Ausente
2837,101885,NFeMais - Plano Básico,URL Contrato Ausente
2852,101895,eGestor 4 - Plano Bronze,Gap Cobrança (365 dias)
2853,101896,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2854,101896,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2855,101896,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2856,101896,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2857,101896,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2859,101898,NFeMais - Plano Básico,URL Contrato Ausente
2860,101899,eGestor 4 - Plano Bronze,URL Contrato Ausente
2861,101900,NFeMais - Plano Básico,URL Contrato Ausente
2864,101903,eGestor 4 - Plano Avançado,URL Contrato Ausente
2869,101908,NFeMais - Plano Básico,URL Contrato Ausente
2873,101912,NFeMais - Plano Básico,URL Contrato Ausente
2874,101913,eGestor 4 - Plano Ultra,URL Contrato Ausente
2875,101915,NFeMais - Plano Básico,URL Contrato Ausente
2876,101914,eGestor 4 - Plano Ultra,URL Contrato Ausente
2877,100349,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente
2880,101916,eGestor 4 - Módulo NFe,URL Contrato Ausente
2899,101801,eGestor 4 - Adicional Usuários,URL Contrato Ausente
2901,101927,NFeMais - Plano Básico,URL Contrato Ausente
2902,101928,NFeMais - Plano Básico,URL Contrato Ausente
2905,101931,eGestor 4 - Plano Prata,URL Contrato Ausente | Diferença Valor (83.5%)
2909,101209,eGestor 4 - Plano Ouro,URL Contrato Ausente
2910,101934,NFeMais - Plano Básico,URL Contrato Ausente
2921,100815,NFeMais - Plano Iniciante,URL Contrato Ausente | Diferença Valor (33.4%)
2926,101945,NFeMais - Plano Ilimitado,URL Contrato Ausente
2927,101946,NFeMais - Plano Ilimitado,URL Contrato Ausente
2929,101916,eGestor 4 - Módulo NFSe,URL Contrato Ausente
2930,101948,NFeMais - Plano Ilimitado,URL Contrato Ausente
2931,101949,NFeMais - Plano Ilimitado,URL Contrato Ausente
2932,101950,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2933,101950,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2934,101950,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2935,101950,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2936,101950,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
2939,101953,eGestor 4 - Plano Ouro,URL Contrato Ausente
2945,101956,NFeMais - Plano Básico,URL Contrato Ausente
2946,101957,eGestor 4 - Plano Avançado,Diferença Valor (30.0%)
2947,101958,NFeMais - Plano Básico,URL Contrato Ausente
2949,101960,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2950,101960,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2951,101960,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2952,101960,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2953,101960,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2956,101963,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2957,101963,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2958,101963,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2959,101963,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2960,101963,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2961,101964,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.4%)
2962,101964,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.4%)
2963,101964,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.4%)
2967,101969,eGestor 4 - Plano Avançado,Diferença Valor (36.0%)
2968,101970,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2969,101970,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2970,101970,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
2972,101938,eGestor 4 - Plano Padrão,URL Contrato Ausente
2973,101972,NFeMais - Plano Básico,URL Contrato Ausente
2984,101982,NFeMais - Plano Básico,URL Contrato Ausente
2986,101985,NFeMais - Plano Básico,URL Contrato Ausente
2987,101986,Revenda NFeMais - Plano Ilimitado,URL Contrato Ausente
2988,101986,Revenda NFeMais - Plano Ilimitado,URL Contrato Ausente
2989,101986,Revenda NFeMais - Plano Ilimitado,URL Contrato Ausente
2991,101984,eGestor 4 - Plano Avançado,URL Contrato Ausente
2992,101984,Site Institucional,URL Contrato Ausente
2993,101987,eGestor 4 - Plano Ouro,URL Contrato Ausente
2994,101987,eGestor 4 - Módulo NFSe,Diferença Valor (57.1%)
3003,101995,Revenda NFeMais - Plano Básico,Diferença Valor (53.0%)
3004,101995,Revenda NFeMais - Plano Básico,Diferença Valor (53.0%)
3005,101995,Revenda NFeMais - Plano Básico,Diferença Valor (53.0%)
3006,101995,Revenda NFeMais - Plano Básico,Diferença Valor (53.0%)
3008,101996,NFeMais - Plano Ilimitado,URL Contrato Ausente
3009,101998,NFeMais - Plano Básico,URL Contrato Ausente
3013,102001,eGestor 4 - Plano Avançado,URL Contrato Ausente
3014,102002,NFeMais - Plano Básico,URL Contrato Ausente
3015,102003,NFeMais - Plano Básico,URL Contrato Ausente
3017,102007,NFeMais - Plano Básico,URL Contrato Ausente
3019,102008,eGestor 4 - Plano Avançado,URL Contrato Ausente | Diferença Valor (40.0%)
3021,102010,NFeMais - Plano Ilimitado,URL Contrato Ausente
3027,102012,NFeMais - Plano Ilimitado,URL Contrato Ausente
3028,100081,eGestor 4 - Plano Ouro,URL Contrato Ausente
3030,101170,NFeMais - Plano Ilimitado,URL Contrato Ausente
3032,102014,Revenda NFeMais - Plano Ilimitado,URL Contrato Ausente
3033,102014,Revenda NFeMais - Plano Ilimitado,URL Contrato Ausente
3034,102015,eGestor 4 - Plano Avançado,Diferença Valor (30.0%)
3036,102016,NFeMais - Plano Básico,URL Contrato Ausente
3037,102017,NFeMais - Plano Básico,URL Contrato Ausente
3039,102019,NFeMais - Plano Básico,URL Contrato Ausente
3040,102021,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
3041,102021,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
3042,102021,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
3043,102021,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
3044,102021,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
3045,102022,NFeMais - Plano Básico,URL Contrato Ausente
3046,102023,NFeMais - Plano Básico,URL Contrato Ausente
3049,102025,NFeMais - Plano Básico,URL Contrato Ausente
3054,100574,NFeMais - Plano Ilimitado,URL Contrato Ausente
3055,100349,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente
3056,100349,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente
3057,101672,NFeMais - Plano Ilimitado,URL Contrato Ausente
3064,102030,NFeMais - Plano Básico,URL Contrato Ausente
3066,102032,eGestor 4 - Plano Iniciante,URL Contrato Ausente | Diferença Valor (30.0%)
3080,100731,Vitrine Online,URL Contrato Ausente | Diferença Valor (45.0%)
3094,102044,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente
3095,102044,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente
3096,102045,NFeMais - Plano Básico,URL Contrato Ausente
3097,102046,NFeMais - Plano Básico,URL Contrato Ausente
3098,100023,Vitrine Online,Diferença Valor (50.0%)
3099,102047,NFeMais - Plano Básico,Diferença Valor (35.0%)
3100,102048,NFeMais - Plano Básico,Diferença Valor (35.0%)
3101,101643,NFeMais - Plano Ilimitado,URL Contrato Ausente
3102,102049,NFeMais - Plano Básico,URL Contrato Ausente
3105,102052,NFeMais - Plano Básico,URL Contrato Ausente
3107,101605,NFeMais - Plano Ilimitado,URL Contrato Ausente
3110,102056,NFeMais - Plano Básico,URL Contrato Ausente
3112,102058,NFeMais - Plano Ilimitado,URL Contrato Ausente
3114,102059,Revenda eGestor 4 - Plano Avançado,URL Contrato Ausente
3115,102059,Revenda eGestor 4 - Plano Avançado,URL Contrato Ausente
3116,102059,Revenda eGestor 4 - Plano Avançado,URL Contrato Ausente
3117,102059,Revenda eGestor 4 - Plano Avançado,URL Contrato Ausente
3119,101857,eGestor 4 - Plano Avançado,URL Contrato Ausente
3122,102063,eGestor 4 - Plano Prata,URL Contrato Ausente
3124,101281,Vitrine Online,Diferença Valor (60.0%)
3127,102066,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
3128,102066,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
3129,102066,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
3130,102067,eGestor 4 - Plano Prata,URL Contrato Ausente
3133,102040,eGestor 4 - Módulo Produção,URL Contrato Ausente
3134,102069,eGestor 4 - Plano Ouro,URL Contrato Ausente
3137,101703,NFeMais - Plano Ilimitado,URL Contrato Ausente
3138,102071,NFeMais - Plano Ilimitado,URL Contrato Ausente
3139,102072,eGestor 4 - Plano Avançado,URL Contrato Ausente
3144,102076,eGestor 4 - Plano Prata,URL Contrato Ausente
3147,102075,Revenda NFeMais - Plano Básico,Diferença Valor (33.3%)
3151,102080,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
3152,102080,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
3153,102080,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
3154,102080,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
3155,102080,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
3157,101157,NFeMais - Plano Ilimitado,URL Contrato Ausente
3159,102082,eGestor 4 - Plano Bronze,URL Contrato Ausente
3160,102083,NFeMais - Plano Ilimitado,URL Contrato Ausente
3163,102084,Revenda eGestor 4 - Plano Avançado,URL Contrato Ausente
3164,102084,Revenda eGestor 4 - Plano Avançado,URL Contrato Ausente
3165,102084,Revenda eGestor 4 - Plano Avançado,URL Contrato Ausente
3168,102087,Revenda eGestor 4 - Plano Ultra,Diferença Valor (38.5%)
3169,102087,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
3170,102087,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (38.5%)
3172,102089,eGestor 4 - Plano Bronze,Diferença Valor (41.8%)
3173,102089,eGestor 4 - Plano Bronze,Diferença Valor (41.8%)
3174,102086,eGestor 4 - Plano Avançado,URL Contrato Ausente | Diferença Valor (30.0%)
3175,101944,NFeMais - Plano Ilimitado,URL Contrato Ausente
3194,100289,eGestor 4 - Plano Avançado,URL Contrato Ausente
3197,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3198,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3199,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3200,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3201,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3202,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3203,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3204,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3205,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3206,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3207,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3208,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3209,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3210,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3211,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3212,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3213,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3214,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3215,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3216,102099,Revenda NFeMais - Plano Básico,URL Contrato Ausente
3218,102100,NFeMais - Plano Básico,URL Contrato Ausente
3219,102101,NFeMais - Plano Básico,URL Contrato Ausente
3220,102102,NFeMais - Plano Básico,URL Contrato Ausente
3222,102104,eGestor 4 - Plano Prata,Diferença Valor (41.3%)
3223,102105,NFeMais - Plano Básico,URL Contrato Ausente
3224,102106,NFeMais - Plano Básico,URL Contrato Ausente
3225,102051,eGestor 4 - Plano Prata,URL Contrato Ausente
3232,100692,NFeMais - Plano Ilimitado,URL Contrato Ausente
3234,102113,eGestor 4 - Plano Ultra,URL Contrato Ausente
3235,100670,eGestor 4 - Plano Ultra,Diferença Valor (30.0%)
3238,102116,NFeMais - Plano Ilimitado,URL Contrato Ausente
3239,102117,Revenda eGestor 4 - Plano Ultra,Diferença Valor (42.5%)
3240,102117,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (42.5%)
3241,102117,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (42.5%)
3242,102117,Revenda eGestor 4 - Plano Ultra,URL Contrato Ausente | Diferença Valor (42.5%)
3243,102118,eGestor 4 - Plano Iniciante,Diferença Valor (50.0%)
3245,102120,eGestor 4 - Plano Avançado,URL Contrato Ausente
3247,102122,NFeMais - Plano Básico,URL Contrato Ausente
3248,102123,NFeMais - Plano Básico,URL Contrato Ausente
3249,102124,eGestor 4 - Plano Avançado,Diferença Valor (30.3%)
3250,100027,eGestor 4 - Plano Iniciante,URL Contrato Ausente | Diferença Valor (71.4%)
3251,100000,eGestor 4 - Plano Bronze,URL Contrato Ausente
3252,100000,eGestor 4 - Plano Avançado,URL Contrato Ausente
